Nodes,Time,Amount
1,0.8001718500163406,100
1,1.1453338430728763,100
1,1.2802588019985706,100
1,1.271606587106362,100
1,1.2371933949179947,100
1,0.7991000239271671,100
1,1.333862879080698,100
1,1.4544124498497695,100
1,1.1094520811457187,100
1,0.9036410348489881,100
1,1.2685259298887104,100
1,1.0911685980390757,100
1,1.4926356580108404,100
1,1.1525066199246794,100
1,1.3269605000969023,100
1,1.3155787331052125,100
1,1.2932184250093997,100
1,1.1323245000094175,100
1,1.0258259340189397,100
1,1.1136227229144424,100
1,1.1533027100376785,100
1,1.150424161925912,100
1,1.313313596881926,100
1,1.3191833128221333,100
1,1.0550800489727408,100
1,1.014182094950229,100
1,1.1817224419210106,100
1,1.0618096529506147,100
1,1.1835767580196261,100
1,1.3136913781054318,100
1,1.2903754871804267,100
1,1.2883295661304146,100
1,1.280291321221739,100
1,1.288530163001269,100
1,1.3122515969444066,100
1,1.3216653759591281,100
1,1.3105171751230955,100
1,1.3579921678174287,100
1,1.3147705930750817,100
1,1.2952164879534394,100
1,1.2935282550752163,100
1,1.1096462921705097,100
1,1.1074450539890677,100
1,1.1004040718544275,100
1,1.1259484300389886,100
1,1.305591027950868,100
1,1.090527140069753,100
1,1.0888799671083689,100
1,1.0601713799405843,100
1,1.0860711690038443,100
1,0.9940656919497997,100
1,1.0759531371295452,100
1,1.0412344948854297,100
1,1.0560460649430752,100
1,1.0616321868728846,100
1,1.079902983037755,100
1,1.034892566036433,100
1,1.0692966049537063,100
1,1.1025588389020413,100
1,1.0657025640830398,100
1,1.08589344099164,100
1,1.011371216038242,100
1,1.0860185360070318,100
1,1.099891552934423,100
1,1.0795829468406737,100
1,1.0778061770834029,100
1,1.1835228439886123,100
1,1.1842373900581151,100
1,1.1824924119282514,100
1,1.1219068130012602,100
1,1.2141853829380125,100
1,1.1427956130355597,100
1,1.165738465031609,100
1,1.2643298408947885,100
1,1.2927885211538523,100
1,1.3258517349604517,100
1,1.3029231210239232,100
1,1.3007555371150374,100
1,1.2855108990333974,100
1,1.2618398012127727,100
1,1.3210012470372021,100
1,1.2847427011001855,100
1,1.375928619876504,100
1,1.0532204939518124,100
1,1.2903332840651274,100
1,1.281704262131825,100
1,1.2881119889207184,100
1,1.306493584997952,100
1,1.2333061241079122,100
1,1.294566815951839,100
1,1.2655355269089341,100
1,1.2940404501277953,100
1,1.5750536809209734,100
1,1.1151867010630667,100
1,1.2711507158819586,100
1,1.3142165560275316,100
1,1.0977564610075206,100
1,1.0787791421171278,100
1,1.022347202990204,100
1,1.0875059079844505,100
2,0.950619796058163,100
2,1.4235767028294504,100
2,1.3454948510043323,100
2,1.240212791133672,100
2,1.1731866211630404,100
2,1.258958218852058,100
2,1.2990165681112558,100
2,1.3029941411223263,100
2,1.2136871190741658,100
2,1.208688353188336,100
2,1.2392553889658302,100
2,1.1957937849219888,100
2,1.2127749370411038,100
2,1.2295420810114592,100
2,1.2476985438261181,100
2,1.4028955579269677,100
2,1.393874708097428,100
2,1.3935889478307217,100
2,1.4090018388815224,100
2,1.386995716020465,100
2,1.310528116999194,100
2,1.3687333459965885,100
2,1.4036332820542157,100
2,1.3871750049293041,100
2,1.4204525069799274,100
2,1.38884629891254,100
2,1.389996289042756,100
2,1.4272941320668906,100
2,1.3972808651160449,100
2,1.311528620077297,100
2,1.4118049149401486,100
2,1.4044326290022582,100
2,1.424088679952547,100
2,1.3771790429018438,100
2,1.4204220799729228,100
2,1.3732026640791446,100
2,1.3874816661700606,100
2,1.3955699051730335,100
2,1.3915355510544032,100
2,1.3964751611929387,100
2,1.4012010050937533,100
2,1.3846350079402328,100
2,1.392689666012302,100
2,1.4192143389955163,100
2,1.3947089849971235,100
2,1.3820678920019418,100
2,1.4080881450790912,100
2,1.400591371813789,100
2,1.3829121431335807,100
2,1.421591395046562,100
2,1.389949553878978,100
2,1.3715200738515705,100
2,1.3715018660295755,100
2,1.3819580872077495,100
2,1.371656339848414,100
2,1.3984874868765473,100
2,1.3753025999758393,100
2,1.3946378701366484,100
2,1.370012261904776,100
2,1.4024061930831522,100
2,1.3785844130907208,100
2,1.4086396330967546,100
2,1.4134599820245057,100
2,1.4153087500017136,100
2,1.3864788748323917,100
2,1.3820428021717817,100
2,1.396123762940988,100
2,1.4181502850260586,100
2,1.3872706280089915,100
2,1.43776192702353,100
2,1.4014240249525756,100
2,1.422691891901195,100
2,1.3967548278160393,100
2,1.3861815249547362,100
2,1.4025299560744315,100
2,1.4133839251007885,100
2,1.3711566310375929,100
2,1.4086579231079668,100
2,1.3680196178611368,100
2,1.3889594601932913,100
2,1.3787201831582934,100
2,1.4006261378526688,100
2,1.4053045341279358,100
2,1.4026544941589236,100
2,1.3854265320114791,100
2,1.3700122309383005,100
2,1.3755977870896459,100
2,1.3442852180451155,100
2,1.4001699320506305,100
2,1.3843010161072016,100
2,1.4000861959066242,100
2,1.3767667619977146,100
2,1.429691581055522,100
2,1.3627418340183794,100
2,1.416387164965272,100
2,1.3685308040585369,100
2,1.3690624420996755,100
2,1.3930929051712155,100
2,1.3803702420555055,100
2,1.4099162789061666,100
3,2.7373271270189434,100
3,2.84718414908275,100
3,2.895800485042855,100
3,2.855280416086316,100
3,2.864060591906309,100
3,2.8855077440384775,100
3,2.8432848900556564,100
3,2.847923025023192,100
3,2.8153188270516694,100
3,2.807286885101348,100
3,2.8513767200056463,100
3,2.8669550840277225,100
3,2.8306458429433405,100
3,2.882982488023117,100
3,2.853269498795271,100
3,2.7969418740831316,100
3,2.82953725499101,100
3,2.843510787934065,100
3,2.834109297953546,100
3,2.8258638251572847,100
3,2.8750530928373337,100
3,2.872014772845432,100
3,2.8071155101060867,100
3,2.841354461852461,100
3,2.8255636328831315,100
3,2.8211793380323797,100
3,2.8263418988790363,100
3,2.809278015047312,100
3,2.867189635988325,100
3,2.8625474418513477,100
3,2.830765668069944,100
3,2.7668986150529236,100
3,2.85175519506447,100
3,2.8382122938055545,100
3,2.827394065912813,100
3,2.8565420638769865,100
3,2.8776670040097088,100
3,2.8150431031826884,100
3,2.8338221008889377,100
3,2.8267421738710254,100
3,2.7984859489370137,100
3,2.842313311062753,100
3,2.8068439930211753,100
3,2.839878932805732,100
3,2.86510987021029,100
3,2.8496603548992425,100
3,2.81812835810706,100
3,2.8415870459284633,100
3,2.861476036021486,100
3,2.7945472970604897,100
3,2.8384032158646733,100
3,2.8672666558995843,100
3,2.866490778978914,100
3,2.8263494048733264,100
3,2.872920345980674,100
3,2.81722982483916,100
3,2.781845907913521,100
3,2.816053356975317,100
3,2.7876910420600325,100
3,2.8575223609805107,100
3,2.8413489849772304,100
3,2.8195077090058476,100
3,2.8170612070243806,100
3,2.807128824060783,100
3,2.837025939952582,100
3,2.8295280861202627,100
3,2.808720591943711,100
3,2.8668103229720145,100
3,2.8406146310735494,100
3,2.8475490359123796,100
3,2.8154318269807845,100
3,2.8078738159965724,100
3,2.8100051949732006,100
3,2.820579469203949,100
3,2.7768909870646894,100
3,2.8058974689338356,100
3,2.8198172671254724,100
3,2.8228550928179175,100
3,2.814451334066689,100
3,2.828986073844135,100
3,2.8243683758191764,100
3,2.833395877154544,100
3,2.843841919209808,100
3,2.769135235110298,100
3,3.004356721881777,100
3,2.6873961070086807,100
3,2.8840037579648197,100
3,2.890693736029789,100
3,2.8442868259735405,100
3,2.8564149339217693,100
3,3.0085777149070054,100
3,2.8014130799565464,100
3,2.882872116053477,100
3,2.7641233219765127,100
3,2.8320585240144283,100
3,2.8060340071097016,100
3,2.784503297880292,100
3,2.8272631098516285,100
3,2.807904086075723,100
3,2.8285690089687705,100
4,3.6781024399679154,100
4,3.654567392077297,100
4,3.6804368069861084,100
4,3.631812262116,100
4,3.6353092449717224,100
4,3.646360609913245,100
4,3.6135318810120225,100
4,3.635309560922906,100
4,3.631883109919727,100
4,3.617253621807322,100
4,3.622291942825541,100
4,3.6284991819411516,100
4,3.6075921410229057,100
4,3.6365250451490283,100
4,3.626273022033274,100
4,3.6213036058470607,100
4,3.6364338190760463,100
4,3.6205611559562385,100
4,3.620883165160194,100
4,3.6450778329744935,100
4,3.6176655569579452,100
4,3.6309225710574538,100
4,3.6435502930544317,100
4,3.687540350947529,100
4,3.636871919967234,100
4,3.791221939958632,100
4,3.6445107008330524,100
4,3.6085493189748377,100
4,3.5965011259540915,100
4,3.613094887929037,100
4,3.6349365029018372,100
4,3.6109094491694123,100
4,3.6362903530243784,100
4,3.6197796629276127,100
4,3.6220992179587483,100
4,3.6211007728707045,100
4,3.621425351826474,100
4,3.620486151892692,100
4,3.616269933991134,100
4,3.61487383604981,100
4,3.605199614074081,100
4,3.6170615209266543,100
4,3.6170339768286794,100
4,3.6401519840583205,100
4,3.6306440299376845,100
4,3.621922142105177,100
4,3.6168188431765884,100
4,3.6138804559595883,100
4,3.622162717860192,100
4,3.6061817510053515,100
4,3.6145224180072546,100
4,3.6230231060180813,100
4,3.623043900122866,100
4,3.613847472006455,100
4,3.6355747629422694,100
4,3.628760264022276,100
4,3.639915730105713,100
4,3.5993733850773424,100
4,3.4866746910847723,100
4,3.50021662004292,100
4,3.4932662369683385,100
4,3.5610783831216395,100
4,3.5140171200037003,100
4,3.544045316055417,100
4,3.46650159987621,100
4,3.5362874229904264,100
4,3.521935985190794,100
4,3.4886586479842663,100
4,3.4945131421554834,100
4,3.5928955387789756,100
4,3.5416765690315515,100
4,3.5505321479868144,100
4,3.5849520910996944,100
4,3.5538138849660754,100
4,3.5565365140791982,100
4,3.5661685101222247,100
4,3.5829244079068303,100
4,3.555757150053978,100
4,3.5522873629815876,100
4,3.561284197960049,100
4,3.5614391919225454,100
4,3.5019926170352846,100
4,3.555300242966041,100
4,3.5258594241458923,100
4,3.522144283168018,100
4,3.5885914221871644,100
4,3.46774506312795,100
4,3.521384986815974,100
4,3.5896076450590044,100
4,3.5137761540245265,100
4,3.464480221970007,100
4,3.5556475990451872,100
4,3.547387287952006,100
4,3.520481229061261,100
4,3.539464786881581,100
4,3.472812440013513,100
4,3.383913396857679,100
4,3.4232617660891265,100
4,3.4377817458007485,100
4,3.4456483949907124,100
5,3.7272763838991523,100
5,3.712290136143565,100
5,3.728775836993009,100
5,3.710967913037166,100
5,3.6947646487969905,100
5,3.7444020539987832,100
5,3.4413263080641627,100
5,3.0325454778503627,100
5,3.3972017851192504,100
5,3.8093854661565274,100
5,3.8167047339957207,100
5,3.7787874818313867,100
5,3.7935791350901127,100
5,3.785875912057236,100
5,3.798132064053789,100
5,3.686319112079218,100
5,3.156814859015867,100
5,3.6635159470606595,100
5,2.9348673780914396,100
