Nodes,Time,Amount
1,0.06406286102719605,5
1,0.04599306103773415,5
1,0.05042379396036267,5
1,0.05850368901155889,5
1,0.05454018618911505,5
1,0.05289114383049309,5
1,0.041170995915308595,5
1,0.05707130511291325,5
1,0.0488129339646548,5
1,0.053764019859954715,5
1,0.049734824104234576,5
1,0.03637604299001396,5
1,0.055779780028387904,5
1,0.04871427803300321,5
1,0.058321827091276646,5
1,0.048438473138958216,5
1,0.05021528503857553,5
1,0.052362022921442986,5
1,0.0518929238896817,5
1,0.051779740024358034,5
1,0.05466537899337709,5
1,0.05776695208624005,5
1,0.05718543799594045,5
1,0.05399146117269993,5
1,0.05083247506991029,5
1,0.05570181296207011,5
1,0.04536150093190372,5
1,0.05164122488349676,5
1,0.0507615739479661,5
1,0.04692856897599995,5
1,0.0651680848095566,5
1,0.049216323997825384,5
1,0.050550256157293916,5
1,0.06721849599853158,5
1,0.06870049796998501,5
1,0.07168857706710696,5
1,0.07171610905788839,5
1,0.06680331798270345,5
1,0.07359012006781995,5
1,0.07120752008631825,5
1,0.06876437901519239,5
1,0.07784588099457324,5
1,0.0644195731729269,5
1,0.07539570098742843,5
1,0.07406475208699703,5
1,0.0686596860177815,5
1,0.06884767697192729,5
1,0.07379749091342092,5
1,0.06756877689622343,5
1,0.07335027493536472,5
1,0.06354376906529069,5
1,0.06943255802616477,5
1,0.06951405899599195,5
1,0.06568110291846097,5
1,0.07171682198531926,5
1,0.07183110597543418,5
1,0.06621815403923392,5
1,0.0780624900944531,5
1,0.07122663292102516,5
1,0.0677147270180285,5
1,0.07235413417220116,5
1,0.07253785687498748,5
1,0.06516588083468378,5
1,0.07130431197583675,5
1,0.06612143805250525,5
1,0.06688861595466733,5
1,0.07320695603266358,5
1,0.06363068311475217,5
1,0.0750893629156053,5
1,0.07193667883984745,5
1,0.06393503793515265,5
1,0.06940074195154011,5
1,0.06721151783131063,5
1,0.07163929590024054,5
1,0.07208562595769763,5
1,0.06471763411536813,5
1,0.07104828185401857,5
1,0.07167074107564986,5
1,0.06603935896418989,5
1,0.07170315086841583,5
1,0.07334920018911362,5
1,0.07565578701905906,5
1,0.06989723700098693,5
1,0.06685155793093145,5
1,0.06758109387010336,5
1,0.06174594606272876,5
1,0.07708582491613925,5
1,0.06816485105082393,5
1,0.06794532085768878,5
1,0.07574098207987845,5
1,0.07293388806283474,5
1,0.06717907800339162,5
1,0.0751844618935138,5
1,0.06081677111797035,5
1,0.07247241889126599,5
1,0.0725108259357512,5
1,0.06685685506090522,5
1,0.07609955384396017,5
1,0.07442744798026979,5
1,0.04878934798762202,5
2,0.08055315399542451,5
2,0.08165528601966798,5
2,0.08653700514696538,5
2,0.07540761888958514,5
2,0.07636265899054706,5
2,0.07945639011450112,5
2,0.07919832901097834,5
2,0.07981288083828986,5
2,0.07870556903071702,5
2,0.07927860994823277,5
2,0.07779097603634,5
2,0.07997126504778862,5
2,0.0802531149238348,5
2,0.08394056698307395,5
2,0.07525598211213946,5
2,0.08393413596786559,5
2,0.0784384380094707,5
2,0.07800431409850717,5
2,0.0810782159678638,5
2,0.08127372292801738,5
2,0.08100400492548943,5
2,0.08110546902753413,5
2,0.07689937204122543,5
2,0.08479236904531717,5
2,0.07940116408281028,5
2,0.07657395186834037,5
2,0.08247994887642562,5
2,0.07943130098283291,5
2,0.08236229186877608,5
2,0.07590770395472646,5
2,0.07857700414024293,5
2,0.08196177007630467,5
2,0.0847194988746196,5
2,0.07608389295637608,5
2,0.0798164471052587,5
2,0.08239160501398146,5
2,0.07045107195153832,5
2,0.08077056519687176,5
2,0.08203328214585781,5
2,0.07843269500881433,5
2,0.08159569604322314,5
2,0.07825891301035881,5
2,0.08080845000222325,5
2,0.08305329596623778,5
2,0.07002419303171337,5
2,0.08340391307137907,5
2,0.07837904104962945,5
2,0.0751300121191889,5
